Title="Input data for auralization"
Variables="Freq","Level"
##########################################
# retarded time	=      5.2021
# source time	=      0.1000
# speed of sound=    342.4376
# xpos	=  -1697.6000
# ypos	=      0.1000
# alt	=    414.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     32.5427
# phiy  =      0.0000
# dist  =   1747.1634
# distxy=   1697.6000
# vel   =     86.0000
# n1    =     89.8520
##########################################
ZONE T="time=        5.20 airframe broadband" I=31 F=POINT
# n1    =     90.4875
##########################################
ZONE T="time=       21.38 airframe broadband" I=31 F=POINT
     19.6970     95.9039
     24.6212     96.8730
     31.0228     97.8767
     39.3940     98.9142
     49.2425     99.8833
     62.0455    100.8870
     78.7880    101.9245
     98.4850    102.8936
    123.1062    103.8627
    157.5760    104.1971
    196.9700    104.2411
    246.2125    103.9759
    310.2277    103.1687
    393.9400    102.1312
    492.4249    101.1621
    620.4554    100.1584
    787.8799     99.1209
    984.8499     98.1518
   1231.0624     97.1827
   1575.7598     96.1106
   1969.6998     95.1415
   2462.1247     94.1724
   3102.2772     93.1687
   3939.3996     92.1312
   4924.2495     91.1621
   6204.5544     90.1584
   7878.7992     89.1209
   9848.4990     88.1518
  12310.6237     87.1827
  15757.5984     86.1106
  19696.9979     85.1415
ZONE T="time=       21.38 engine broadband (no buzzsaw)" I=31 F=POINT
     19.6970    121.2804
     24.6212    121.2804
     31.0228    121.2804
     39.3940    121.2804
     49.2425    121.2804
     62.0455    122.1840
     78.7880    122.9268
     98.4850    123.4428
    123.1062    123.7799
    157.5760    123.9729
    196.9700    123.9600
    246.2125    123.8172
    310.2277    123.4853
    393.9400    122.9321
    492.4249    122.3476
    620.4554    121.8001
    787.8799    121.4100
    984.8499    121.4555
   1231.0624    122.1244
   1575.7598    123.4941
   1969.6998    124.9741
   2462.1247    126.4045
   3102.2772    127.6770
   3939.3996    128.6805
   4924.2495    129.2915
   6204.5544    129.5748
   7878.7992    129.4857
   9848.4990    129.0487
  12310.6237    128.2674
  15757.5984    127.0003
  19696.9979    125.4915
ZONE T="time=       21.38 engine buzzsaw noise" I=31 F=POINT
     19.6970     83.8550
     24.6212     83.8550
     31.0228     83.8550
     39.3940     83.8550
     49.2425     83.8550
     62.0455     86.8941
     78.7880     90.0524
     98.4850     93.0268
    123.1062     96.0368
    157.5760     99.4294
    196.9700    102.5793
    246.2125    105.8404
    310.2277    109.3735
    393.9400    111.4457
    492.4249    114.8855
    620.4554    119.5306
    787.8799    117.9490
    984.8499    115.2620
   1231.0624    115.6303
   1575.7598    114.0899
   1969.6998    111.0788
   2462.1247    108.1038
   3102.2772    105.0476
   3939.3996    101.9057
   4924.2495     98.9810
   6204.5544     95.9584
   7878.7992     92.8385
   9848.4990     89.9268
  12310.6237     87.0167
  15757.5984     83.7984
  19696.9979     80.8900
ZONE T="time=       21.38  fan harmonics" I=5 F=POINT
   2672.4293    131.7299
   5344.8586    122.7175
   8017.2880    113.7036
  10689.7173    104.7036
  13362.1466     95.7036
##########################################
# retarded time	=     21.5847
# source time	=     19.8000
# speed of sound=    342.0640
# xpos	=    -21.4000
# ypos	=      0.1000
# alt	=    611.3000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    106.7074
# phiy  =      0.0000
# dist  =    610.4752
# distxy=     21.4000
# vel   =     86.0000
# n1    =     90.4917
##########################################
ZONE T="time=       21.58 airframe broadband" I=31 F=POINT
     19.6125     95.8289
     24.5156     96.7980
     30.8896     97.8017
     39.2249     98.8392
     49.0311     99.8083
     61.7792    100.8120
     78.4498    101.8495
     98.0623    102.8186
    122.5778    103.7877
    156.8996    104.1221
    196.1245    104.1661
    245.1557    103.9010
    308.8961    103.0938
    392.2491    102.0563
    490.3113    101.0872
    617.7923    100.0835
    784.4981     99.0460
    980.6227     98.0769
   1225.7783     97.1078
   1568.9963     96.0357
   1961.2453     95.0666
   2451.5567     94.0975
   3088.9614     93.0938
   3922.4906     92.0563
   4903.1133     91.0872
   6177.9228     90.0835
   7844.9813     89.0460
   9806.2266     88.0769
  12257.7833     87.1078
  15689.9626     86.0357
  19612.4532     85.0666
ZONE T="time=       21.58 engine broadband (no buzzsaw)" I=31 F=POINT
     19.6125    121.3787
     24.5156    121.3787
     30.8896    121.3787
     39.2249    121.3787
     49.0311    121.3787
     61.7792    122.2811
     78.4498    123.0225
     98.0623    123.5371
    122.5778    123.8731
    156.8996    124.0645
    196.1245    124.0508
    245.1557    123.9069
    308.8961    123.5732
    392.2491    123.0193
    490.3113    122.4354
    617.7923    121.8897
    784.4981    121.5052
    980.6227    121.5612
   1225.7783    122.2437
   1568.9963    123.6263
   1961.2453    125.1134
   2451.5567    126.5479
   3088.9614    127.8227
   3922.4906    128.8273
   4903.1133    129.4390
   6177.9228    129.7226
   7844.9813    129.6338
   9806.2266    129.1970
  12257.7833    128.4158
  15689.9626    127.1488
  19612.4532    125.6400
ZONE T="time=       21.58 engine buzzsaw noise" I=31 F=POINT
     19.6125     83.8072
     24.5156     83.8072
     30.8896     83.8072
     39.2249     83.8072
     49.0311     83.8072
     61.7792     86.8462
     78.4498     90.0045
     98.0623     92.9786
    122.5778     95.9884
    156.8996     99.3807
    196.1245    102.5300
    245.1557    105.7905
    308.8961    109.3226
    392.2491    111.3915
    490.3113    114.8285
    617.7923    119.4728
    784.4981    117.8929
    980.6227    115.2054
   1225.7783    115.5729
   1568.9963    114.0334
   1961.2453    111.0224
   2451.5567    108.0474
   3088.9614    104.9911
   3922.4906    101.8492
   4903.1133     98.9245
   6177.9228     95.9019
   7844.9813     92.7820
   9806.2266     89.8703
  12257.7833     86.9602
  15689.9626     83.7420
  19612.4532     80.8336
ZONE T="time=       21.58  fan harmonics" I=5 F=POINT
   2661.0823    131.9188
   5322.1645    122.9083
   7983.2468    113.8967
  10644.3291    104.8967
  13305.4113     95.8967
##########################################
# retarded time	=     21.6874
# source time	=     19.9000
# speed of sound=    342.0618
# xpos	=    -10.7000
# ypos	=      0.1000
# alt	=    612.5000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    107.8599
# phiy  =      0.0000
# dist  =    611.3936
# distxy=     10.7000
# vel   =     86.0000
# n1    =     90.4956
##########################################
ZONE T="time=       21.69 airframe broadband" I=31 F=POINT
     19.5160     95.7431
     24.3951     96.7122
     30.7378     97.7159
     39.0321     98.7534
     48.7901     99.7225
     61.4755    100.7262
     78.0642    101.7637
     97.5802    102.7328
    121.9753    103.7019
    156.1283    104.0363
    195.1604    104.0803
    243.9505    103.8152
    307.3777    103.0080
    390.3209    101.9705
    487.9011    101.0014
    614.7553     99.9977
    780.6417     98.9602
    975.8021     97.9911
   1219.7527     97.0220
   1561.2834     95.9499
   1951.6043     94.9808
   2439.5053     94.0117
   3073.7767     93.0080
   3903.2086     91.9705
   4879.0107     91.0014
   6147.5535     89.9977
   7806.4171     88.9602
   9758.0214     87.9911
  12197.5267     87.0220
  15612.8342     85.9499
  19516.0428     84.9808
ZONE T="time=       21.69 engine broadband (no buzzsaw)" I=31 F=POINT
     19.5160    121.4924
     24.3951    121.4924
     30.7378    121.4924
     39.0321    121.4924
     48.7901    121.4924
     61.4755    122.3934
     78.0642    123.1331
     97.5802    123.6461
    121.9753    123.9808
    156.1283    124.1702
    195.1604    124.1555
    243.9505    124.0103
    307.3777    123.6746
    390.3209    123.1197
    487.9011    122.5366
    614.7553    121.9929
    780.6417    121.6149
    975.8021    121.6832
   1219.7527    122.3817
   1561.2834    123.7792
   1951.6043    125.2745
   2439.5053    126.7136
   3073.7767    127.9909
   3903.2086    128.9969
   4879.0107    129.6093
   6147.5535    129.8934
   7806.4171    129.8049
   9758.0214    129.3682
  12197.5267    128.5871
  15612.8342    127.3202
  19516.0428    125.8114
ZONE T="time=       21.69 engine buzzsaw noise" I=31 F=POINT
     19.5160     83.7517
     24.3951     83.7517
     30.7378     83.7517
     39.0321     83.7517
     48.7901     83.7517
     61.4755     86.7906
     78.0642     89.9487
     97.5802     92.9227
    121.9753     95.9323
    156.1283     99.3242
    195.1604    102.4731
    243.9505    105.7329
    307.3777    109.2643
    390.3209    111.3300
    487.9011    114.7643
    614.7553    119.4079
    780.6417    117.8296
    975.8021    115.1416
   1219.7527    115.5085
   1561.2834    113.9699
   1951.6043    110.9588
   2439.5053    107.9838
   3073.7767    104.9275
   3903.2086    101.7856
   4879.0107     98.8609
   6147.5535     95.8383
   7806.4171     92.7184
   9758.0214     89.8067
  12197.5267     86.8966
  15612.8342     83.6783
  19516.0428     80.7700
ZONE T="time=       21.69  fan harmonics" I=5 F=POINT
   2648.1146    132.1385
   5296.2292    123.1298
   7944.3438    114.1204
  10592.4584    105.1204
  13240.5731     96.1204
##########################################
# retarded time	=     21.7909
# source time	=     20.0000
# speed of sound=    342.0593
# xpos	=      0.1000
# ypos	=      0.1000
# alt	=    613.8000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    108.8627
# phiy  =      0.0000
# dist  =    612.6000
# distxy=      0.0000
# vel   =     86.0000
# n1    =     90.4998
##########################################
ZONE T="time=       21.79 airframe broadband" I=31 F=POINT
     19.4331     95.6689
     24.2914     96.6380
     30.6071     97.6417
     38.8662     98.6792
     48.5827     99.6483
     61.2142    100.6520
     77.7323    101.6895
     97.1654    102.6586
    121.4568    103.6277
    155.4646    103.9621
    194.3308    104.0061
    242.9135    103.7410
    306.0710    102.9338
    388.6616    101.8963
    485.8270    100.9272
    612.1420     99.9235
    777.3232     98.8860
    971.6540     97.9169
   1214.5676     96.9478
   1554.6465     95.8757
   1943.3081     94.9066
   2429.1351     93.9375
   3060.7102     92.9338
   3886.6162     91.8963
   4858.2702     90.9272
   6121.4205     89.9235
   7773.2323     88.8860
   9716.5404     87.9169
  12145.6755     86.9478
  15546.4647     85.8757
  19433.0808     84.9066
ZONE T="time=       21.79 engine broadband (no buzzsaw)" I=31 F=POINT
     19.4331    121.5923
     24.2914    121.5923
     30.6071    121.5923
     38.8662    121.5923
     48.5827    121.5923
     61.2142    122.4922
     77.7323    123.2303
     97.1654    123.7418
    121.4568    124.0755
    155.4646    124.2631
    194.3308    124.2475
    242.9135    124.1011
    306.0710    123.7636
    388.6616    123.2080
    485.8270    122.6255
    612.1420    122.0836
    777.3232    121.7111
    971.6540    121.7902
   1214.5676    122.5023
   1554.6465    123.9124
   1943.3081    125.4147
   2429.1351    126.8577
   3060.7102    128.1372
   3886.6162    129.1444
   4858.2702    129.7573
   6121.4205    130.0418
   7773.2323    129.9536
   9716.5404    129.5171
  12145.6755    128.7361
  15546.4647    127.4693
  19433.0808    125.9606
ZONE T="time=       21.79 engine buzzsaw noise" I=31 F=POINT
     19.4331     83.7037
     24.2914     83.7037
     30.6071     83.7037
     38.8662     83.7037
     48.5827     83.7037
     61.2142     86.7426
     77.7323     89.9006
     97.1654     92.8745
    121.4568     95.8838
    155.4646     99.2753
    194.3308    102.4238
    242.9135    105.6829
    306.0710    109.2133
    388.6616    111.2757
    485.8270    114.7071
    612.1420    119.3500
    777.3232    117.7734
    971.6540    115.0847
   1214.5676    115.4509
   1554.6465    113.9133
   1943.3081    110.9022
   2429.1351    107.9272
   3060.7102    104.8709
   3886.6162    101.7290
   4858.2702     98.8043
   6121.4205     95.7817
   7773.2323     92.6618
   9716.5404     89.7501
  12145.6755     86.8400
  15546.4647     83.6217
  19433.0808     80.7133
ZONE T="time=       21.79  fan harmonics" I=5 F=POINT
   2636.9802    132.3310
   5273.9603    123.3236
   7910.9405    114.3158
  10547.9206    105.3158
  13184.9008     96.3158
##########################################
# retarded time	=     21.8947
# source time	=     20.1000
# speed of sound=    342.0570
# xpos	=     10.7000
# ypos	=      0.1000
# alt	=    615.0000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    109.8614
# phiy  =      0.0000
# dist  =    613.8933
# distxy=     10.7000
# vel   =     86.0000
# n1    =     90.5037
##########################################
ZONE T="time=       21.89 airframe broadband" I=31 F=POINT
     19.3513     95.5955
     24.1891     96.5646
     30.4783     97.5683
     38.7026     98.6058
     48.3783     99.5749
     60.9567    100.5786
     77.4053    101.6161
     96.7566    102.5852
    120.9457    103.5543
    154.8106    103.8887
    193.5132    103.9327
    241.8915    103.6675
    304.7833    102.8604
    387.0264    101.8229
    483.7830    100.8538
    609.5666     99.8501
    774.0528     98.8126
    967.5660     97.8435
   1209.4575     96.8744
   1548.1055     95.8023
   1935.1319     94.8332
   2418.9149     93.8641
   3047.8328     92.8604
   3870.2639     91.8229
   4837.8298     90.8538
   6095.6656     89.8501
   7740.5277     88.8126
   9675.6597     87.8435
  12094.5746     86.8744
  15481.0555     85.8023
  19351.3193     84.8332
ZONE T="time=       21.89 engine broadband (no buzzsaw)" I=31 F=POINT
     19.3513    121.6923
     24.1891    121.6923
     30.4783    121.6923
     38.7026    121.6923
     48.3783    121.6923
     60.9567    122.5909
     77.4053    123.3275
     96.7566    123.8376
    120.9457    124.1701
    154.8106    124.3559
    193.5132    124.3394
    241.8915    124.1918
    304.7833    123.8525
    387.0264    123.2960
    483.7830    122.7141
    609.5666    122.1741
    774.0528    121.8072
    967.5660    121.8969
   1209.4575    122.6228
   1548.1055    124.0455
   1935.1319    125.5546
   2418.9149    127.0015
   3047.8328    128.2831
   3870.2639    129.2914
   4837.8298    129.9050
   6095.6656    130.1898
   7740.5277    130.1019
   9675.6597    129.6655
  12094.5746    128.8846
  15481.0555    127.6179
  19351.3193    126.1092
ZONE T="time=       21.89 engine buzzsaw noise" I=31 F=POINT
     19.3513     83.6558
     24.1891     83.6558
     30.4783     83.6558
     38.7026     83.6558
     48.3783     83.6558
     60.9567     86.6946
     77.4053     89.8526
     96.7566     92.8263
    120.9457     95.8354
    154.8106     99.2266
    193.5132    102.3745
    241.8915    105.6330
    304.7833    109.1626
    387.0264    111.2219
    483.7830    114.6506
    609.5666    119.2928
    774.0528    117.7179
    967.5660    115.0286
   1209.4575    115.3942
   1548.1055    113.8574
   1935.1319    110.8463
   2418.9149    107.8713
   3047.8328    104.8150
   3870.2639    101.6731
   4837.8298     98.7484
   6095.6656     95.7258
   7740.5277     92.6058
   9675.6597     89.6942
  12094.5746     86.7841
  15481.0555     83.5658
  19351.3193     80.6574
ZONE T="time=       21.89  fan harmonics" I=5 F=POINT
   2625.9982    132.5239
   5251.9963    123.5175
   7877.9945    114.5111
  10503.9927    105.5111
  13129.9908     96.5111
##########################################
# retarded time	=     21.9993
# source time	=     20.2000
# speed of sound=    342.0546
# xpos	=     21.4000
# ypos	=      0.1000
# alt	=    616.3000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    111.0262
# phiy  =      0.0000
# dist  =    615.4722
# distxy=     21.4000
# vel   =     86.0000
# n1    =     90.5079
##########################################
ZONE T="time=       22.00 airframe broadband" I=31 F=POINT
     19.2571     95.5105
     24.0713     96.4796
     30.3299     97.4833
     38.5141     98.5208
     48.1426     99.4899
     60.6597    100.4936
     77.0282    101.5311
     96.2853    102.5002
    120.3566    103.4693
    154.0564    103.8037
    192.5705    103.8477
    240.7131    103.5825
    303.2986    102.7753
    385.1410    101.7378
    481.4263    100.7687
    606.5971     99.7650
    770.2821     98.7275
    962.8526     97.7584
   1203.5657     96.7893
   1540.5641     95.7172
   1925.7052     94.7481
   2407.1315     93.7790
   3032.9857     92.7753
   3851.4104     91.7378
   4814.2630     90.7687
   6065.9713     89.7650
   7702.8207     88.7275
   9628.5259     87.7584
  12035.6574     86.7893
  15405.6414     85.7172
  19257.0518     84.7481
ZONE T="time=       22.00 engine broadband (no buzzsaw)" I=31 F=POINT
     19.2571    121.8643
     24.0713    121.8643
     30.3299    121.8643
     38.5141    121.8643
     48.1426    121.8643
     60.6597    122.7820
     77.0282    123.5235
     96.2853    124.0236
    120.3566    124.3337
    154.0564    124.4903
    192.5705    124.4512
    240.7131    124.2794
    303.2986    123.9147
    385.1410    123.3383
    481.4263    122.7422
    606.5971    122.1908
    770.2821    121.8248
    962.8526    121.9307
   1203.5657    122.6806
   1540.5641    124.1265
   1925.7052    125.6490
   2407.1315    127.1036
   3032.9857    128.3894
   3851.4104    129.3999
   4814.2630    130.0147
   6065.9713    130.3003
   7702.8207    130.2128
   9628.5259    129.7767
  12035.6574    128.9959
  15405.6414    127.7293
  19257.0518    126.2206
ZONE T="time=       22.00 engine buzzsaw noise" I=31 F=POINT
     19.2571     83.5998
     24.0713     83.5998
     30.3299     83.5998
     38.5141     83.5998
     48.1426     83.5998
     60.6597     86.6385
     77.0282     89.7964
     96.2853     92.7699
    120.3566     95.7788
    154.0564     99.1696
    192.5705    102.3171
    240.7131    105.5749
    303.2986    109.1036
    385.1410    111.1594
    481.4263    114.5853
    606.5971    119.2268
    770.2821    117.6535
    962.8526    114.9637
   1203.5657    115.3285
   1540.5641    113.7927
   1925.7052    110.7816
   2407.1315    107.8066
   3032.9857    104.7503
   3851.4104    101.6084
   4814.2630     98.6837
   6065.9713     95.6610
   7702.8207     92.5411
   9628.5259     89.6294
  12035.6574     86.7193
  15405.6414     83.5011
  19257.0518     80.5927
ZONE T="time=       22.00  fan harmonics" I=5 F=POINT
   2613.3274    132.6487
   5226.6548    123.6429
   7839.9822    114.6374
  10453.3097    105.6374
  13066.6371     96.6374
##########################################
# retarded time	=     22.2042
# source time	=     20.4000
# speed of sound=    342.0523
# xpos	=     32.0000
# ypos	=      0.1000
# alt	=    617.5000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    112.0059
# phiy  =      0.0000
# dist  =    617.1302
# distxy=     32.0000
# vel   =     86.0000
# n1    =     90.5118
##########################################
ZONE T="time=       22.20 airframe broadband" I=31 F=POINT
     19.1787     95.4395
     23.9734     96.4086
     30.2065     97.4123
     38.3574     98.4498
     47.9468     99.4189
     60.4129    100.4226
     76.7148    101.4601
     95.8935    102.4292
    119.8669    103.3983
    153.4297    103.7327
    191.7871    103.7767
    239.7338    103.5115
    302.0646    102.7043
    383.5741    101.6668
    479.4677    100.6977
    604.1293     99.6940
    767.1483     98.6565
    958.9353     97.6874
   1198.6692     96.7183
   1534.2965     95.6462
   1917.8707     94.6771
   2397.3383     93.7080
   3020.6463     92.7043
   3835.7413     91.6668
   4794.6767     90.6977
   6041.2926     89.6940
   7671.4826     88.6565
   9589.3533     87.6874
  11986.6916     86.7183
  15342.9653     85.6462
  19178.7066     84.6771
ZONE T="time=       22.20 engine broadband (no buzzsaw)" I=31 F=POINT
     19.1787    122.0829
     23.9734    122.0829
     30.2065    122.0829
     38.3574    122.0829
     47.9468    122.0829
     60.4129    123.0438
     76.7148    123.7980
     95.8935    124.2784
    119.8669    124.5417
    153.4297    124.6378
    191.7871    124.5509
    239.7338    124.3284
    302.0646    123.9121
    383.5741    123.2941
    479.4677    122.6675
    604.1293    122.0923
    767.1483    121.7284
    958.9353    121.8668
   1198.6692    122.6642
   1534.2965    124.1550
   1917.8707    125.7031
   2397.3383    127.1723
   3020.6463    128.4661
   3835.7413    129.4807
   4794.6767    130.0975
   6041.2926    130.3845
   7671.4826    130.2979
   9589.3533    129.8622
  11986.6916    129.0816
  15342.9653    127.8150
  19178.7066    126.3062
ZONE T="time=       22.20 engine buzzsaw noise" I=31 F=POINT
     19.1787     83.5529
     23.9734     83.5529
     30.2065     83.5529
     38.3574     83.5529
     47.9468     83.5529
     60.4129     86.5915
     76.7148     89.7493
     95.8935     92.7227
    119.8669     95.7314
    153.4297     99.1218
    191.7871    102.2688
    239.7338    105.5260
    302.0646    109.0539
    383.5741    111.1066
    479.4677    114.5298
    604.1293    119.1706
    767.1483    117.5989
    958.9353    114.9085
   1198.6692    115.2727
   1534.2965    113.7378
   1917.8707    110.7267
   2397.3383    107.7516
   3020.6463    104.6953
   3835.7413    101.5534
   4794.6767     98.6287
   6041.2926     95.6061
   7671.4826     92.4862
   9589.3533     89.5745
  11986.6916     86.6644
  15342.9653     83.4461
  19178.7066     80.5377
ZONE T="time=       22.20  fan harmonics" I=5 F=POINT
   2602.8070    132.7426
   5205.6141    123.7372
   7808.4211    114.7325
  10411.2282    105.7325
  13014.0352     96.7325
##########################################
# retarded time	=     22.3099
# source time	=     20.5000
# speed of sound=    342.0498
# xpos	=     42.7000
# ypos	=      0.1000
# alt	=    618.8000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    112.8178
# phiy  =      0.0000
# dist  =    619.0743
# distxy=     42.7000
# vel   =     86.0000
# n1    =     90.5160
##########################################
ZONE T="time=       22.31 airframe broadband" I=31 F=POINT
     19.1144     95.3810
     23.8931     96.3501
     30.1053     97.3538
     38.2289     98.3913
     47.7861     99.3604
     60.2105    100.3641
     76.4578    101.4016
     95.5722    102.3707
    119.4653    103.3398
    152.9156    103.6742
    191.1445    103.7182
    238.9306    103.4530
    301.0526    102.6458
    382.2890    101.6083
    477.8612    100.6392
    602.1051     99.6355
    764.5780     98.5980
    955.7224     97.6289
   1194.6531     96.6598
   1529.1559     95.5877
   1911.4449     94.6186
   2389.3061     93.6495
   3010.5257     92.6458
   3822.8898     91.6083
   4778.6122     90.6392
   6021.0514     89.6355
   7645.7795     88.5980
   9557.2244     87.6289
  11946.5305     86.6598
  15291.5591     85.5877
  19114.4488     84.6186
ZONE T="time=       22.31 engine broadband (no buzzsaw)" I=31 F=POINT
     19.1144    122.2654
     23.8931    122.2654
     30.1053    122.2654
     38.2289    122.2654
     47.7861    122.2654
     60.2105    123.2619
     76.4578    124.0262
     95.5722    124.4898
    119.4653    124.7141
    152.9156    124.7602
    191.1445    124.6337
    238.9306    124.3691
    301.0526    123.9101
    382.2890    123.2579
    477.8612    122.6059
    602.1051    122.0115
    764.5780    121.6501
    955.7224    121.8164
   1194.6531    122.6532
   1529.1559    124.1805
   1911.4449    125.7490
   2389.3061    127.2298
   3010.5257    128.5299
   3822.8898    129.5477
   4778.6122    130.1662
   6021.0514    130.4543
   7645.7795    130.3684
   9557.2244    129.9330
  11946.5305    129.1525
  15291.5591    127.8860
  19114.4488    126.3772
ZONE T="time=       22.31 engine buzzsaw noise" I=31 F=POINT
     19.1144     83.5145
     23.8931     83.5145
     30.1053     83.5145
     38.2289     83.5145
     47.7861     83.5145
     60.2105     86.5531
     76.4578     89.7107
     95.5722     92.6840
    119.4653     95.6925
    152.9156     99.0825
    191.1445    102.2290
    238.9306    105.4855
    301.0526    109.0125
    382.2890    111.0618
    477.8612    114.4821
    602.1051    119.1222
    764.5780    117.5522
    955.7224    114.8612
   1194.6531    115.2247
   1529.1559    113.6907
   1911.4449    110.6796
   2389.3061    107.7045
   3010.5257    104.6483
   3822.8898    101.5063
   4778.6122     98.5816
   6021.0514     95.5590
   7645.7795     92.4391
   9557.2244     89.5274
  11946.5305     86.6173
  15291.5591     83.3990
  19114.4488     80.4906
ZONE T="time=       22.31  fan harmonics" I=5 F=POINT
   2594.2070    132.8206
   5188.4139    123.8155
   7782.6209    114.8113
  10376.8279    105.8113
  12971.0349     96.8113
##########################################
# retarded time	=     22.4158
# source time	=     20.6000
# speed of sound=    342.0475
# xpos	=     53.4000
# ypos	=      0.1000
# alt	=    620.0000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    113.6364
# phiy  =      0.0000
# dist  =    621.0998
# distxy=     53.4000
# vel   =     86.0000
# n1    =     90.5199
##########################################
ZONE T="time=       22.42 airframe broadband" I=31 F=POINT
     19.0502     95.3224
     23.8128     96.2915
     30.0041     97.2952
     38.1005     98.3327
     47.6256     99.3018
     60.0083    100.3055
     76.2010    101.3430
     95.2512    102.3121
    119.0641    103.2812
    152.4020    103.6156
    190.5025    103.6596
    238.1281    103.3944
    300.0414    102.5872
    381.0050    101.5497
    476.2562    100.5806
    600.0829     99.5769
    762.0100     98.5394
    952.5125     97.5703
   1190.6406     96.6012
   1524.0200     95.5291
   1905.0249     94.5600
   2381.2812     93.5909
   3000.4143     92.5872
   3810.0499     91.5497
   4762.5623     90.5806
   6000.8286     89.5769
   7620.0998     88.5394
   9525.1247     87.5703
  11906.4059     86.6012
  15240.1995     85.5291
  19050.2494     84.5600
ZONE T="time=       22.42 engine broadband (no buzzsaw)" I=31 F=POINT
     19.0502    122.4503
     23.8128    122.4503
     30.0041    122.4503
     38.1005    122.4503
     47.6256    122.4503
     60.0083    123.4822
     76.2010    124.2563
     95.2512    124.7027
    119.0641    124.8873
    152.4020    124.8831
    190.5025    124.7165
    238.1281    124.4095
    300.0414    123.9075
    381.0050    123.2209
    476.2562    122.5436
    600.0829    121.9301
    762.0100    121.5722
    952.5125    121.7676
   1190.6406    122.6445
   1524.0200    124.2081
   1905.0249    125.7966
   2381.2812    127.2886
   3000.4143    128.5947
   3810.0499    129.6156
   4762.5623    130.2358
   6000.8286    130.5249
   7620.0998    130.4396
   9525.1247    130.0045
  11906.4059    129.2242
  15240.1995    127.9578
  19050.2494    126.4489
ZONE T="time=       22.42 engine buzzsaw noise" I=31 F=POINT
     19.0502     83.4756
     23.8128     83.4756
     30.0041     83.4756
     38.1005     83.4756
     47.6256     83.4756
     60.0083     86.5142
     76.2010     89.6717
     95.2512     92.6448
    119.0641     95.6531
    152.4020     99.0428
    190.5025    102.1888
    238.1281    105.4447
    300.0414    108.9708
    381.0050    111.0170
    476.2562    114.4346
    600.0829    119.0741
    762.0100    117.5057
    952.5125    114.8141
   1190.6406    115.1770
   1524.0200    113.6438
   1905.0249    110.6327
   2381.2812    107.6576
   3000.4143    104.6014
   3810.0499    101.4594
   4762.5623     98.5347
   6000.8286     95.5121
   7620.0998     92.3922
   9525.1247     89.4805
  11906.4059     86.5704
  15240.1995     83.3521
  19050.2494     80.4437
ZONE T="time=       22.42  fan harmonics" I=5 F=POINT
   2585.6048    132.8996
   5171.2095    123.8948
   7756.8143    114.8911
  10342.4190    105.8911
  12928.0238     96.8911
##########################################
# retarded time	=     22.6226
# source time	=     20.8000
# speed of sound=    342.0451
# xpos	=     64.1000
# ypos	=      0.1000
# alt	=    621.3000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =    114.6543
# phiy  =      0.0000
# dist  =    623.4042
# distxy=     64.1000
# vel   =     86.0000
# n1    =     90.5241
##########################################
ZONE T="time=       22.62 airframe broadband" I=31 F=POINT
     18.9713     95.2500
     23.7141     96.2191
     29.8797     97.2228
     37.9425     98.2603
     47.4281     99.2294
     59.7595    100.2331
     75.8850    101.2706
     94.8563    102.2397
    118.5704    103.2088
    151.7701    103.5432
    189.7126    103.5872
    237.1407    103.3220
    298.7973    102.5148
    379.4252    101.4773
    474.2814    100.5082
    597.5946     99.5045
    758.8503     98.4670
    948.5629     97.4979
   1185.7036     96.5288
   1517.7006     95.4567
   1897.1258     94.4876
   2371.4072     93.5185
   2987.9731     92.5148
   3794.2516     91.4773
   4742.8145     90.5082
   5975.9462     89.5045
   7588.5032     88.4670
   9485.6289     87.4979
  11857.0362     86.5288
  15177.0063     85.4567
  18971.2579     84.4876
ZONE T="time=       22.62 engine broadband (no buzzsaw)" I=31 F=POINT
     18.9713    122.6812
     23.7141    122.6812
     29.8797    122.6812
     37.9425    122.6812
     47.4281    122.6812
     59.7595    123.7568
     75.8850    124.5424
     94.8563    124.9666
    118.5704    125.1016
    151.7701    125.0351
    189.7126    124.8186
    237.1407    124.4588
    298.7973    123.9034
    379.4252    123.1741
    474.2814    122.4653
    597.5946    121.8287
    758.8503    121.4768
    948.5629    121.7096
   1185.7036    122.6367
   1517.7006    124.2448
   1897.1258    125.8574
   2371.4072    127.3627
   2987.9731    128.6759
   3794.2516    129.7005
   4742.8145    130.3226
   5975.9462    130.6129
   7588.5032    130.5284
   9485.6289    130.0936
  11857.0362    129.3135
  15177.0063    128.0472
  18971.2579    126.5382
